Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Variant Image,Variant All Images,Image Src,Image Position,Image Alt Text,Gift Card,Status,Google Shopping / Google Product Category,Google Shopping / Gender,Cost per item
signature-clip-on-earrings-CBB50,Signature Clip-On Earrings,"<p>Discover the iconic Coach Signature Clip-On Earrings handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Signature Clip-On Earrings represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CBB50,,shopify,100,deny,manual,14982.0,18728.0,,,,,,https://coach.scene7.com/is/image/Coach/cbb50_gld_a0?$desktopProduct$,1,,,active,,unisex,11985.32
essential-card-case-with-pillow-quilting-CM434,Essential Card Case With Pillow Quilting,"<p>Discover the iconic Coach Essential Card Case With Pillow Quilting handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Essential Card Case With Pillow Quilting represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CM434,,shopify,100,deny,manual,15250.0,19062.0,,,,,,https://coach.scene7.com/is/image/Coach/cm434_b4ytj_a0?$desktopProduct$,1,,,active,,unisex,12200.06
restored-printed-mid-length-ruffle-dress-CDU40,Restored Printed Mid-Length Ruffle Dress,"<p>Discover the iconic Coach Restored Printed Mid-Length Ruffle Dress, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Dress from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Printed Mid-Length Ruffle Dress represents more than a dress — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether evening occasions, weekend dressing, or relaxed elevated styling, this dress delivers the quality and character that those who appreciate considered femininity in every detail demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Dress,"RudraScrapper-coach, apparel, coach, dress, women, womens-apparel, womens-dresses",TRUE,Title,Default Title,,,CDU40,,shopify,100,deny,manual,49474.0,61842.0,,,,,,https://coach.scene7.com/is/image/Coach/cdu40_u8n_a0?$desktopProduct$,1,,,active,,women,39579.15
coachtopia-crochet-button-up-shirt-CS684,Coachtopia Crochet Button-Up Shirt,"<p>Discover the iconic Coach Coachtopia Crochet Button-Up Shirt, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Shirt from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Coachtopia Crochet Button-Up Shirt represents more than a shirt — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this shirt delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Shirt,"RudraScrapper-coach, apparel, coach, coachtopia, shirt, women, womens-apparel, womens-topsandsportsbra",TRUE,Title,Default Title,,,CS684,,shopify,100,deny,manual,12968.0,16210.0,,,,,,https://coach.scene7.com/is/image/Coach/cs684_wlj_a0?$desktopProduct$,1,,,active,,women,10374.78
restored-league-flap-backpack-in-signature-jacquard-CO449,Restored League Flap Backpack In Signature Jacquard,"<p>Discover the iconic Coach Restored League Flap Backpack In Signature Jacquard women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored League Flap Backpack In Signature Jacquard represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CO449,,shopify,100,deny,manual,62895.0,78619.0,,,,,,https://coach.scene7.com/is/image/Coach/co449_mi5_a0?$desktopProduct$,1,,,active,,women,50316.05
womens-reloved-zip-geometric-pouch-in-alligator,Reloved Zip Geometric Pouch In Alligator,"<p>Discover the iconic Coach Reloved Zip Geometric Pouch In Alligator women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Reloved Zip Geometric Pouch In Alligator represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CBU20,,shopify,100,deny,manual,297168.0,371460.0,,,,,,https://coach.scene7.com/is/image/Coach/cbu20_b4yl_a0?$desktopProduct$,1,,,active,,women,243580.25
womens-reloved-zip-geometric-pouch-in-alligator,,,,,,,,Title,Default Title,,,CBP43,,shopify,100,deny,manual,297168.0,371460.0,,,,,,https://coach.scene7.com/is/image/Coach/cbp43_b4yl_a0?$desktopProduct$,2,,,,,,243580.25
womens-reloved-zip-geometric-pouch-in-alligator,,,,,,,,Title,Default Title,,,CCS41,,shopify,100,deny,manual,342360.0,427950.0,,,,,,https://coach.scene7.com/is/image/Coach/ccs41_b4yl_a0?$desktopProduct$,3,,,,,,280622.55
womens-sport-sneaker,Sport Sneaker,"<p>Discover the iconic Coach Sport Sneaker, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this footwear embodies the iconic New York craftsmanship and considered design that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Sneaker from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Sport Sneaker represents more than a sneaker — it's a statement in considered style. The premium leather upper and artisanal construction showcase Coach's commitment to artisanal excellence without compromise. Whether pairing with casual looks, weekend styling, or city errands, this sneaker delivers the quality and character that those who bring the same high standards to everyday footwear demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Sneaker,"RudraScrapper-coach, coach, footwear, men, mens-footwear, mens-sneakers, sneaker, unisex, women, womens-footwear, womens-sneakers",TRUE,Title,Default Title,,,CCN49,,shopify,100,deny,manual,14243.0,17804.0,,,,,,https://coach.scene7.com/is/image/Coach/ccn49_xvr_a0?$desktopProduct$,1,,,active,,unisex,11394.79
womens-sport-sneaker,,,,,,,,Title,Default Title,,,CCI51,,shopify,100,deny,manual,11895.0,14869.0,,,,,,https://coach.scene7.com/is/image/Coach/cci51_yng_a0?$desktopProduct$,2,,,,,,9515.83
womens-sport-sneaker,,,,,,,,Title,Default Title,,,CAP61,,shopify,100,deny,manual,15787.0,19734.0,,,,,,https://coach.scene7.com/is/image/Coach/cap61_xvr_a0?$desktopProduct$,3,,,,,,12629.53
city-mini-tote-bag-with-gingham-print-CEU31,City Mini Tote Bag With Gingham Print,"<p>Discover the iconic Coach City Mini Tote Bag With Gingham Print women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the City Mini Tote Bag With Gingham Print represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CEU31,,shopify,100,deny,manual,22497.0,28121.0,,,,,,https://coach.scene7.com/is/image/Coach/ceu31_imtn2_a0?$desktopProduct$,1,,,active,,women,17997.98
restored-cut-out-western-creeper-bootie-CV173,Restored Cut Out Western Creeper Bootie,"<p>Discover the iconic Coach Restored Cut Out Western Creeper Bootie women's boot, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this footwear embodies the iconic New York craftsmanship and considered design that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Boot from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Cut Out Western Creeper Bootie represents more than a boot — it's a statement in considered style. The premium leather upper and artisanal construction showcase Coach's commitment to artisanal excellence without compromise. Whether cooler-season styling, city looks, or statement footwear moments, this boot delivers the quality and character that those who invest in footwear that defines the season demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Boot,"RudraScrapper-coach, boot, coach, footwear, women, womens-footwear, womens-heels",TRUE,Title,Default Title,,,CV173,,shopify,100,deny,manual,42092.0,52615.0,,,,,,https://coach.scene7.com/is/image/Coach/cv173_ohi_a0?$desktopProduct$,1,,,active,,women,33673.85
magnetic-clip-on-square-sunglasses-CK470,Magnetic Clip-On Square Sunglasses,"<p>Discover the iconic Coach Magnetic Clip-On Square Sunglasses handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Magnetic Clip-On Square Sunglasses represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CK470,,shopify,100,deny,manual,31892.0,39865.0,,,,,,https://coach.scene7.com/is/image/Coach/ck470_blk_a0?$desktopProduct$,1,,,active,,unisex,25513.81
restored-signature-short-skirt-CGO62,Restored Signature Short Skirt,"<p>Discover the iconic Coach Restored Signature Short Skirt women's apparel, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Apparel from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Signature Short Skirt represents more than a apparel — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether everyday styling, casual dressing, or completing a signature look, this apparel delivers the quality and character that those who bring Coach's New York aesthetic to every outfit demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Apparel,"RudraScrapper-coach, apparel, coach, women, womens-apparel, womens-topsandsportsbra",TRUE,Title,Default Title,,,CGO62,,shopify,100,deny,manual,36053.0,45066.0,,,,,,https://coach.scene7.com/is/image/Coach/cgo62_ryu_a0?$desktopProduct$,1,,,active,,women,28842.25
t-rex-classic-t-shirt-in-organic-cotton-CCA87,T-Rex Classic T-Shirt In Organic Cotton,"<p>Discover the iconic Coach T-Rex Classic T-Shirt In Organic Cotton top, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Top from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the T-Rex Classic T-Shirt In Organic Cotton represents more than a top — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether everyday styling, casual layering, or relaxed weekend looks, this top delivers the quality and character that those who bring the same standards to everyday wear as to occasion dressing demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Top,"RudraScrapper-coach, apparel, coach, men, mens-apparel, mens-tshirts, top, unisex, women, womens-apparel, womens-topsandsportsbra",TRUE,Title,Default Title,,,CCA87,,shopify,100,deny,manual,9211.0,11514.0,,,,,,https://coach.scene7.com/is/image/Coach/cca87_a0r_a0?$desktopProduct$,1,,,active,,unisex,7368.45
restored-oversized-classic-varsity-jacket-in-recycled-wool-and-recycled-polyester-CFB67,Restored Oversized Classic Varsity Jacket In Recycled Wool And Recycled Polyester,"<p>Discover the iconic Coach Restored Oversized Classic Varsity Jacket In Recycled Wool And Recycled Polyester, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Jacket from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Oversized Classic Varsity Jacket In Recycled Wool And Recycled Polyester represents more than a jacket — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether layering for cooler weather, smart-casual dressing, or statement outerwear moments, this jacket delivers the quality and character that those who invest in outerwear that transcends seasons demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Jacket,"RudraScrapper-coach, apparel, coach, jacket, women, womens-apparel, womens-winterwear",TRUE,Title,Default Title,,,CFB67,,shopify,100,deny,manual,116580.0,145725.0,,,,,,https://coach.scene7.com/is/image/Coach/cfb67_nay_a0?$desktopProduct$,1,,,active,,women,93263.65
clinton-crossbody-bag-CEB30,Clinton Crossbody Bag,"<p>Discover the iconic Coach Clinton Crossbody Bag women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Clinton Crossbody Bag represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CEB30,,shopify,100,deny,manual,28671.0,35839.0,,,,,,https://coach.scene7.com/is/image/Coach/ceb30_blk_a0?$desktopProduct$,1,,,active,,women,22936.96
restored-billfold-wallet-in-colorblock-signature-canvas-CDL61,Restored Billfold Wallet In Colorblock Signature Canvas,"<p>Discover the iconic Coach Restored Billfold Wallet In Colorblock Signature Canvas women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Billfold Wallet In Colorblock Signature Canvas represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CDL61,,shopify,100,deny,manual,19276.0,24095.0,,,,,,https://coach.scene7.com/is/image/Coach/cdl61_b4nq4_a0?$desktopProduct$,1,,,active,,women,15421.12
restored-bowery-bootie-CV202,Restored Bowery Bootie,"<p>Discover the iconic Coach Restored Bowery Bootie women's boot, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this footwear embodies the iconic New York craftsmanship and considered design that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Boot from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Bowery Bootie represents more than a boot — it's a statement in considered style. The premium leather upper and artisanal construction showcase Coach's commitment to artisanal excellence without compromise. Whether cooler-season styling, city looks, or statement footwear moments, this boot delivers the quality and character that those who invest in footwear that defines the season demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Boot,"RudraScrapper-coach, boot, coach, footwear, women, womens-footwear, womens-heels",TRUE,Title,Default Title,,,CV202,,shopify,100,deny,manual,22632.0,28290.0,,,,,,https://coach.scene7.com/is/image/Coach/cv202_blk_a0?$desktopProduct$,1,,,active,,women,18105.35
small-zip-around-card-case-CU220,Small Zip Around Card Case,"<p>Discover the iconic Coach Small Zip Around Card Case handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Small Zip Around Card Case represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CU220,,shopify,100,deny,manual,12566.0,15708.0,,,,,,https://coach.scene7.com/is/image/Coach/cu220_blk_a0?$desktopProduct$,1,,,active,,unisex,10052.67
large-jewelry-box-in-signature-canvas-CZ199,Large Jewelry Box In Signature Canvas,"<p>Discover the iconic Coach Large Jewelry Box In Signature Canvas handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Large Jewelry Box In Signature Canvas represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CZ199,,shopify,100,deny,manual,11224.0,14030.0,,,,,,https://coach.scene7.com/is/image/Coach/cz199_imxaq_a0?$desktopProduct$,1,,,active,,unisex,8978.99
restored-3-in-1-wallet-CK767,Restored 3-In-1 Wallet,"<p>Discover the iconic Coach Restored 3-In-1 Wallet women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored 3-In-1 Wallet represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CK767,,shopify,100,deny,manual,22632.0,28290.0,,,,,,https://coach.scene7.com/is/image/Coach/ck767_ud8_a0?$desktopProduct$,1,,,active,,women,18105.35
